StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q8,MFQV_1_Ce,MFQV_2_Ce,MFQV_3_Ce,MFQV_4_Ce,MFQV_5_Ce,MFQV_6_Ce,MFQV_7_Ce,MFQV_8_Ce,MFQV_9_Ce,MFQV_10_Ce,MFQV_11_Ce,MFQV_12_Ce,MFQV_13_Ce,MFQV_14_Ce,MFQV_15_Ce,MFQV_16_Ce,MFQV_17_Cpa,MFQV_18_Cpa,MFQV_19_Cpa,MFQV_20_Cpa,MFQV_21_Cpa,MFQV_22_Cpa,MFQV_23_Cpa,MFQV_24_Cpa,MFQV_25_Cpa,MFQV_26_Cph,MFQV_27_Cph,MFQV_28_Cph,MFQV_29_Cph,MFQV_30_Cph,MFQV_31_Cph,MFQV_32_Cph,MFQV_33_F,MFQV_34_F,MFQV_35_F,MFQV_36_F,MFQV_37_F,MFQV_38_F,MFQV_39_F,MFQV_40_F,MFQV_41_F,MFQV_42_F,MFQV_43_F,MFQV_44_F,MFQV_45_F,MFQV_46_F,MFQV_47_F,MFQV_48_F,MFQV_49_F,MFQV_50_L,MFQV_51_L,MFQV_52_L,MFQV_53_L,MFQV_54_L,MFQV_55_L,MFQV_56_L,MFQV_57_L,MFQV_58_L,MFQV_59_L,MFQV_60_L,MFQV_61_L,MFQV_62_L,MFQV_63_L,MFQV_64_L,MFQV_65_L,MFQV_66_L,MFQV_67_A,MFQV_68_A,MFQV_69_A,MFQV_70_A,MFQV_71_A,MFQV_72_A,MFQV_73_A,MFQV_74_A,MFQV_75_A,MFQV_76_A,MFQV_77_A,MFQV_78_A,MFQV_79_A,MFQV_80_A,MFQV_81_A,MFQV_82_A,MFQV_83_A,MFQV_84_I,MFQV_85_I,MFQV_86_I,MFQV_87_I,MFQV_88_I,MFQV_89_I,MFQV_90_I,MFQV_91_I,MFQV_92_I,MFQV_93_I,MFQV_94_I,MFQV_95_I,MFQV_96_I,MFQV_97_I,MFQV_98_I,MFQV_99_I,MFQV_100_S,MFQV_101_S,MFQV_102_S,MFQV_103_S,MFQV_104_S,MFQV_105_S,MFQV_106_S,MFQV_107_S,MFQV_108_S,MFQV_109_S,MFQV_110_S,MFQV_111_S,MFQV_112_S,MFQV_113_S,MFQV_114_S,MFQV_115_S,MFQV_116_S,MFQR_1_C,MFQR_2_F,MFQR_3_I,MFQR_4_A,MFQR_5_P,MFQR_6_d,MFQR_7_C,MFQR_8_F,MFQR_9_I,MFQR_10_A,MFQR_11_P,MFQR_12_C,MFQR_13_F,MFQR_14_I,MFQR_15_A,MFQR_16_P,MFQJ_17_C,MFQJ_18_F,MFQJ_19_I,MFQJ_20_A,MFQJ_21_P,MFQJ_22_d,MFQJ_23_C,MFQJ_24_F,MFQJ_25_I,MFQJ_26_A,MFQJ_27_P,MFQJ_28_C,MFQJ_29_F,MFQJ_30_I,MFQJ_31_A,MFQJ_32_P,dum1,dum2,dum3,Politics_1,Politics_2,Politics_3,Politics_4,PolOrient,gender,gender_3_TEXT,Prefecture,age_1,Edu,Occup.,SES,Religion,Funeral,Funeral_8_TEXT,Q32,Q33,Q33_2_TEXT,SBS_1,SBS_2,SBS_3,SBS_4,SBS_5,SBS_6
2022/6/10 14:18,2022/6/10 14:46,100,1665,1,2022/6/10 14:46,R_ewKg5lCuaWsk8x3,anonymous,JA,2,5,4,2,5,5,5,5,4,2,3,3,4,4,3,3,5,5,5,5,5,5,5,3,3,5,5,5,5,4,5,5,3,5,5,2,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,1,4,5,4,5,5,5,5,5,4,5,2,3,5,5,4,2,2,5,5,4,3,5,4,3,4,2,2,4,4,2,3,4,2,1,2,1,2,1,4,3,1,2,2,1,3,1,1,3,4,4,4,5,4,5,4,4,5,2,4,5,5,2,4,4,2,11,11,7,9,10,8,11,11,10,9,10,11,11,8,11,7,6,6,1,2,5,6,6,5,4,4,3,5,5,2,2,2,0,0,0,6,6,3,2,4,2,,23,54,4,3,4,なし,2,,1,1,,1,1,1,1,1,3
2022/6/10 14:26,2022/6/10 14:48,100,1316,1,2022/6/10 14:48,R_3IWQnMFAWs9J4lz,anonymous,JA,2,4,4,5,4,5,4,5,5,4,4,4,3,3,3,3,5,5,4,4,5,2,3,5,2,5,5,5,5,4,4,5,5,5,5,5,2,5,5,4,4,5,5,4,5,4,5,5,5,5,4,2,4,5,4,5,5,5,5,4,2,4,2,2,5,5,2,5,3,3,5,4,2,4,4,3,5,4,2,5,5,4,4,3,2,1,3,4,5,2,5,4,3,3,2,2,5,1,4,3,5,4,5,5,1,4,5,3,5,2,4,5,5,1,3,5,5,10,11,7,8,10,1,10,10,10,8,10,8,10,9,10,7,5,5,5,3,6,6,5,5,3,4,5,6,3,2,3,5,0,0,0,4,5,5,4,999,2,,6,26,3,9,1,なし,1,,1,1,,1,5,5,2,2,3
2022/6/10 14:13,2022/6/10 14:50,100,2226,1,2022/6/10 14:50,R_2Vr135FuHKEdYtF,anonymous,JA,2,5,5,5,5,5,5,5,5,4,4,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,4,5,5,3,4,5,5,4,5,3,5,2,3,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,3,5,3,3,3,4,5,5,3,3,5,5,5,5,2,2,5,5,3,5,3,3,2,3,2,4,2,5,4,2,4,4,3,3,3,5,3,5,4,5,5,3,5,5,3,5,3,2,5,5,1,3,5,2,11,9,8,8,11,1,11,11,8,8,10,11,11,8,10,8,6,6,4,4,6,6,6,6,3,3,4,6,3,4,3,5,3,5,3,4,7,2,4,5,1,,28,26,3,2,3,なし,1,,1,1,,3,3,2,2,2,3
2022/6/10 14:35,2022/6/10 14:50,100,898,1,2022/6/10 14:50,R_pv10MLBZiv96N9f,anonymous,JA,2,5,3,3,4,4,4,5,4,3,3,4,3,3,2,4,5,4,3,3,4,3,3,4,3,3,4,4,4,3,2,4,4,4,4,4,3,3,5,3,2,3,4,4,4,4,3,4,5,5,5,3,4,3,5,4,4,4,4,4,4,4,3,2,3,4,3,4,3,3,4,3,3,4,4,5,2,3,2,4,3,4,3,3,3,4,4,3,3,2,3,3,4,4,4,3,4,2,4,3,2,4,2,5,2,4,3,2,4,2,3,3,5,2,2,3,4,10,9,9,9,10,1,10,9,9,9,9,10,9,10,9,9,4,5,4,5,5,5,5,5,4,2,4,4,4,5,4,4,0,0,0,5,5,4,5,999,1,,13,26,4,4,3,なし,1,,1,1,,2,7,7,7,6,7
2022/6/10 14:14,2022/6/10 14:52,100,2271,1,2022/6/10 14:52,R_bD69dZhmdhcpkS5,anonymous,JA,2,4,4,3,3,3,4,5,5,3,2,5,3,2,2,2,4,5,3,5,5,4,4,5,4,5,3,4,5,2,3,5,4,4,3,5,4,3,4,2,3,3,2,4,2,2,4,3,5,5,5,3,5,5,5,5,4,5,5,4,3,4,2,3,5,2,1,2,2,3,4,2,2,3,2,3,2,3,1,4,3,3,2,4,1,2,3,3,5,2,5,3,3,4,4,3,4,2,3,3,3,4,4,4,2,4,4,3,5,4,1,1,4,1,3,4,1,11,11,7,8,9,1,9,11,9,1,8,10,10,7,9,1,3,6,4,2,4,6,6,4,1,1,2,3,4,3,2,1,0,0,0,4,5,3,2,4,2,,34,27,4,3,3,なし,1,,1,1,,2,2,2,4,5,7
2022/6/10 14:24,2022/6/10 14:52,100,1685,1,2022/6/10 14:52,R_8cbm9ijQGNmLDDH,anonymous,JA,2,3,3,3,3,4,4,4,5,2,3,4,3,3,2,2,5,5,2,3,4,4,4,5,3,5,4,4,4,3,4,5,4,4,5,1,3,3,5,3,4,4,4,1,2,4,4,3,3,5,3,1,4,5,4,5,5,5,4,5,3,5,1,3,5,3,3,2,1,3,4,3,3,4,3,2,2,2,1,4,3,3,3,2,1,1,2,4,2,1,3,3,2,3,2,2,2,1,2,3,2,3,4,4,1,3,1,2,4,2,2,4,4,1,2,1,2,11,10,9,8,9,1,10,10,8,8,9,10,11,7,10,7,5,4,4,3,5,6,4,3,4,3,3,5,4,3,4,3,0,0,0,5,6,5,4,6,2,,24,58,4,3,3,なし,1,,1,1,,5,5,7,4,5,7
2022/6/10 14:29,2022/6/10 14:54,100,1497,1,2022/6/10 14:54,R_RxX3ZLJ3zUv9rOh,anonymous,JA,2,4,4,3,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,4,3,4,3,3,3,4,4,4,5,3,3,3,4,3,4,4,5,4,4,3,3,3,3,4,3,3,3,3,3,5,3,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,4,4,4,4,3,4,3,3,5,4,2,3,5,4,3,4,3,10,10,10,9,9,1,10,10,9,10,10,10,9,10,10,10,6,6,5,4,6,5,6,6,5,4,6,6,4,4,4,6,0,0,0,5,5,4,5,9,2,,14,61,4,8,4,神道、仏教,1,,1,1,,7,7,8,8,8,8
2022/6/10 14:20,2022/6/10 14:54,100,2041,1,2022/6/10 14:54,R_3oMaEJWVXjS9Jkm,anonymous,JA,2,5,3,5,2,4,5,5,5,2,3,5,3,2,2,3,5,5,3,4,5,3,1,5,3,5,5,2,5,2,1,3,2,5,5,3,2,5,5,4,1,2,4,2,3,3,4,4,5,5,3,3,5,2,4,5,3,4,2,3,5,2,3,1,3,2,2,4,2,2,5,3,3,5,3,2,2,3,2,5,5,2,4,3,2,1,3,3,3,2,5,4,3,3,5,2,2,2,5,5,5,5,5,3,4,2,3,5,5,2,3,4,5,2,3,4,3,10,10,8,10,10,7,11,11,10,9,10,11,10,9,10,9,3,4,6,3,6,6,6,4,5,6,4,6,3,3,4,6,0,0,0,4,7,5,3,999,1,,1,42,4,2,3,なし,1,,1,1,,7,7,8,8,8,9
2022/6/10 14:15,2022/6/10 14:54,100,2383,1,2022/6/10 14:54,R_25SB38XNug6DGn7,anonymous,JA,2,4,4,4,3,4,5,5,4,3,4,4,3,3,2,3,5,5,5,5,5,5,5,5,3,4,4,4,5,3,4,5,3,5,5,3,4,5,5,3,5,4,3,3,4,5,5,4,5,5,4,3,4,3,5,5,4,5,4,4,2,4,2,2,4,3,2,3,3,4,5,4,3,5,5,3,4,4,2,4,5,2,3,2,3,3,2,2,5,1,3,2,1,3,2,2,4,2,3,2,4,3,4,5,3,4,4,3,5,3,4,4,5,2,3,4,3,9,9,8,8,9,7,9,9,9,8,9,10,9,8,9,9,5,4,4,5,5,5,6,4,3,3,2,5,2,2,4,4,0,0,0,4,5,4,5,6,1,,13,51,2,6,2,なし,1,,1,1,,5,5,5,5,5,6
2022/6/10 14:42,2022/6/10 14:55,100,788,1,2022/6/10 14:55,R_2tzeDFKe6mwbAM2,anonymous,JA,2,4,4,3,5,4,5,3,4,2,3,4,4,3,3,3,4,4,4,4,4,5,4,5,1,4,4,5,5,4,4,4,5,3,5,2,3,4,5,4,4,4,5,4,3,4,5,4,3,5,3,4,4,3,5,4,5,4,5,4,4,4,4,4,4,4,3,4,4,3,5,4,3,5,4,4,4,4,4,3,3,3,3,4,4,2,5,2,3,4,3,4,2,4,3,3,4,3,3,4,4,3,3,4,2,4,4,2,4,3,3,4,5,1,2,4,3,9,9,9,9,7,1,10,10,8,8,8,8,10,8,10,7,4,3,2,2,4,4,5,3,4,4,4,2,4,3,4,4,0,0,0,3,4,4,4,8,2,,30,50,4,1,4,なし,1,,1,1,,1,1,1,1,1,1
2022/6/10 14:11,2022/6/10 14:55,100,2669,1,2022/6/10 14:55,R_87mUbqleKKSKlqN,anonymous,JA,2,5,5,4,4,4,5,5,5,3,5,4,4,2,3,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,4,2,4,5,3,4,5,4,5,3,2,1,4,5,3,4,3,3,3,2,3,5,2,4,3,3,3,5,2,4,2,2,4,1,5,4,5,4,5,3,5,5,2,2,4,5,1,2,4,2,11,10,7,7,9,1,10,10,7,1,11,11,11,7,10,7,5,5,5,1,5,5,6,5,4,4,4,5,3,2,3,2,0,0,0,4,6,3,2,5,1,,7,53,3,6,3,なし,1,,1,1,,1,1,7,2,2,5
2022/6/10 13:49,2022/6/10 14:56,100,4013,1,2022/6/10 14:56,R_1K8gUSQkhalCrDo,anonymous,JA,2,4,3,4,5,3,4,5,5,2,3,4,2,4,3,2,5,5,1,2,4,4,3,4,1,5,3,4,3,3,1,4,2,5,5,3,3,4,4,3,3,5,4,1,3,2,4,4,5,5,3,2,4,4,5,4,4,5,4,3,3,4,1,1,5,3,1,3,2,4,5,2,3,5,2,3,3,1,2,3,4,1,3,2,1,1,2,1,2,1,3,2,1,4,3,2,3,1,1,3,3,2,4,4,3,4,1,1,5,3,1,2,5,2,3,4,2,10,9,1,1,9,7,11,11,7,7,8,11,10,7,8,7,6,5,2,1,2,6,4,4,3,3,1,5,6,2,5,2,0,0,0,7,7,2,1,2,1,,27,36,4,3,3,なし,1,,1,1,,3,3,5,6,5,4
2022/6/10 14:35,2022/6/10 14:56,100,1306,1,2022/6/10 14:56,R_VRwqKpH5fxD1aMN,anonymous,JA,2,5,4,4,2,4,5,5,3,4,4,3,4,3,2,3,5,5,3,3,4,4,4,4,4,5,3,2,5,3,4,4,3,4,5,4,2,3,5,3,1,4,3,4,3,3,5,4,5,5,3,2,4,4,5,4,4,5,3,4,2,4,2,4,5,4,2,4,3,4,4,4,3,4,3,3,5,3,1,3,4,4,2,4,2,2,2,3,4,1,3,2,2,5,2,1,4,2,3,5,5,5,3,4,5,4,5,3,5,3,2,3,5,2,4,3,2,11,8,9,8,10,1,11,10,10,9,10,11,11,10,10,9,5,5,4,4,6,6,5,4,2,5,3,6,5,4,2,5,0,0,0,5,5,4,3,7,2,,13,47,4,1,4,なし,1,,1,1,,7,7,7,8,7,8
2022/6/10 14:13,2022/6/10 14:57,100,2619,1,2022/6/10 14:57,R_2nRkhzNggH7b6Qp,anonymous,JA,2,5,3,4,3,4,5,4,5,3,3,4,3,2,2,2,2,5,5,4,4,4,5,5,2,5,5,4,5,5,4,5,3,5,5,3,3,4,5,5,3,5,4,3,3,5,5,5,5,5,3,2,5,4,5,5,5,4,4,4,4,5,1,1,2,2,3,5,3,4,5,5,4,5,5,5,4,3,3,5,5,5,5,5,3,2,3,5,4,3,5,5,3,5,5,3,4,2,3,1,5,5,5,5,4,5,3,5,5,2,4,5,5,1,5,5,5,10,10,9,9,11,7,11,11,10,9,10,10,10,9,9,8,6,5,4,4,6,6,6,6,4,5,6,5,3,4,4,5,0,0,0,5,5,4,4,4,2,,11,62,4,8,4,日蓮宗,1,,1,1,,5,5,5,5,5,6
2022/6/10 14:48,2022/6/10 14:59,100,667,1,2022/6/10 14:59,R_3qOQHJGCM7mjSxL,anonymous,JA,2,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,4,5,3,4,5,5,4,5,2,5,4,3,4,3,3,3,3,4,4,3,4,3,4,3,2,4,5,1,2,3,3,5,5,5,4,2,3,3,5,4,3,4,3,4,3,3,3,2,3,1,3,4,3,3,5,3,3,5,2,2,3,3,3,3,3,3,3,2,3,1,3,2,3,1,2,3,3,3,2,2,4,2,3,3,3,2,3,4,2,3,2,3,5,3,2,3,3,3,1,3,3,10,9,9,10,10,1,10,10,10,9,9,11,11,10,10,7,4,4,5,5,5,6,6,4,5,5,4,5,4,4,4,4,0,0,0,5,5,5,4,5,1,,31,51,3,3,4,なし,6,,1,1,,5,3,5,5,5,5
2022/6/10 14:45,2022/6/10 14:59,100,845,1,2022/6/10 14:59,R_10r7YFfo2qkz3Df,anonymous,JA,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,4,3,3,3,2,3,3,2,4,3,2,4,2,2,3,3,3,3,3,2,3,4,3,1,3,2,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,2,3,2,3,3,3,3,3,2,2,4,4,3,3,3,1,2,1,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,5,3,3,3,3,4,5,3,4,2,2,2,3,2,2,3,2,10,9,7,1,9,1,9,10,8,1,9,10,10,9,10,9,5,4,4,3,3,6,5,4,3,5,4,4,3,,3,4,3,4,4,4,5,3,4,4,2,,13,32,4,1,3,なし,1,,1,1,,6,6,4,6,6,6
2022/6/10 14:45,2022/6/10 15:00,100,866,1,2022/6/10 15:00,R_3L1Dn9fOTgJcVzc,anonymous,JA,2,3,3,3,4,3,3,3,4,2,3,4,2,3,3,3,3,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,4,4,3,2,3,5,2,4,3,3,4,3,3,4,3,5,5,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,2,3,3,2,3,4,4,2,3,3,3,2,3,4,2,3,3,3,3,3,2,4,3,4,4,4,4,3,4,3,4,4,3,5,3,4,4,4,1,3,3,3,10,10,9,8,10,9,10,10,9,10,10,10,10,9,10,9,5,5,4,3,5,6,6,4,5,6,2,5,6,4,4,4,4,2,4,5,6,4,5,999,2,,32,38,3,1,2,なし,1,,1,1,,1,1,1,1,1,2
2022/6/10 14:48,2022/6/10 15:00,100,767,1,2022/6/10 15:00,R_1dgmOdBOHzeRMIT,anonymous,JA,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,5,3,5,5,5,4,5,4,5,4,4,4,4,3,4,4,4,4,3,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,4,5,4,3,5,4,4,3,4,3,2,4,2,3,3,3,3,4,3,3,4,4,4,3,2,3,3,3,3,3,3,3,2,4,3,4,2,3,3,3,3,3,2,4,2,3,3,5,5,4,4,4,3,5,3,5,3,4,2,4,1,3,3,2,10,9,7,7,9,1,10,9,8,7,9,11,10,7,8,9,6,6,5,3,5,6,6,6,5,4,4,6,5,5,4,5,0,0,0,5,7,7,6,999,1,,35,38,4,1,3,なし,1,,1,1,,3,2,6,1,1,3
2022/6/10 14:35,2022/6/10 15:03,100,1681,1,2022/6/10 15:03,R_AaMXSCQjpLMEeI1,anonymous,JA,2,5,4,3,3,4,5,5,3,4,3,4,2,3,3,2,5,5,3,3,5,5,4,5,3,4,5,4,4,5,2,3,4,5,5,1,2,4,5,4,5,3,3,3,4,4,4,4,5,4,5,2,3,3,5,4,4,5,4,3,2,3,1,1,5,3,1,3,4,3,5,3,3,5,4,2,4,4,3,4,4,3,4,3,2,1,1,2,3,2,3,2,2,4,2,2,2,2,1,3,3,5,5,4,3,4,5,3,5,4,2,4,5,1,3,3,2,9,9,7,7,9,1,9,10,8,10,9,10,10,7,10,8,5,4,5,3,5,6,6,5,5,6,5,5,2,4,5,5,0,0,0,6,6,5,5,7,2,,10,51,4,1,3,なし,1,,1,1,,1,1,2,1,2,2
2022/6/10 13:46,2022/6/10 15:04,100,4681,1,2022/6/10 15:04,R_wXA3cIcWs7qoq4x,anonymous,JA,2,4,4,3,4,3,5,5,4,3,3,2,3,2,2,2,5,5,4,4,5,4,3,5,3,3,5,3,5,3,5,5,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,5,5,3,2,3,4,3,4,2,4,5,3,2,3,2,2,4,2,2,2,2,4,5,4,2,5,3,3,4,2,2,3,5,3,3,3,2,3,3,4,4,2,4,3,4,4,3,2,3,3,3,4,5,5,3,4,3,3,4,2,5,2,3,4,4,1,2,4,2,10,9,9,9,10,1,10,9,9,8,10,10,9,9,10,8,4,4,4,4,5,6,6,4,4,3,4,6,3,4,4,4,0,0,0,4,5,5,4,999,1,,34,37,4,4,2,なし,1,,1,1,,2,5,3,4,2,5
2022/6/10 14:37,2022/6/10 15:04,100,1628,1,2022/6/10 15:04,R_2BkzTnNp9IdDuIm,anonymous,JA,2,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,4,5,3,4,3,4,3,4,2,4,3,3,4,3,3,3,3,4,4,4,3,4,4,3,3,4,4,3,3,4,3,3,4,4,3,2,3,3,4,4,3,3,3,3,3,3,2,3,3,2,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,4,3,4,3,3,4,3,4,3,3,4,4,2,3,4,3,9,9,8,7,9,7,9,8,9,8,9,10,9,8,9,9,4,4,5,2,5,5,5,4,3,5,3,4,3,3,4,3,0,0,0,4,5,4,3,6,2,,13,36,4,2,3,なし,1,,1,1,,6,6,6,5,6,6
2022/6/10 14:36,2022/6/10 15:04,100,1712,1,2022/6/10 15:04,R_1q1VGWKSjDpH75f,anonymous,JA,2,4,3,4,3,3,5,4,3,2,3,5,3,2,1,3,4,4,5,2,4,3,2,5,1,4,5,5,5,3,2,3,3,4,5,3,2,4,5,3,1,3,3,3,3,5,5,4,4,4,3,1,5,3,4,2,5,3,4,4,3,2,2,2,4,3,2,3,2,3,5,3,3,5,4,3,3,3,2,3,3,2,3,1,2,1,2,2,2,1,3,1,2,1,2,1,3,1,1,1,4,4,3,3,2,3,5,2,5,2,4,5,5,2,2,4,4,11,9,1,7,9,1,10,10,7,9,11,8,10,7,9,7,5,3,5,2,6,6,1,5,3,4,5,3,1,4,5,3,0,0,0,5,3,6,5,9,2,,11,40,3,3,4,なし,1,,1,1,,6,6,2,1,7,8
2022/6/10 14:45,2022/6/10 15:07,100,1331,1,2022/6/10 15:07,R_1Nhb2TbMGYah2S3,anonymous,JA,2,3,3,4,1,3,3,3,2,3,2,3,3,2,2,3,3,4,3,3,3,3,2,3,2,4,4,4,5,3,3,3,3,4,5,3,3,3,4,4,2,4,4,3,4,4,5,4,5,4,3,3,4,4,3,5,4,4,4,4,3,4,4,2,4,2,3,3,2,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,2,4,1,3,4,4,3,4,1,3,3,3,4,3,5,4,5,4,4,3,2,5,3,2,4,4,1,3,4,3,10,9,9,8,10,1,10,8,9,9,11,9,9,9,9,11,4,4,3,4,5,6,,4,1,4,3,3,3,2,3,4,0,0,0,4,5,4,5,999,1,,11,36,3,3,3,なし,1,,1,1,,6,6,6,6,5,7
2022/6/10 14:44,2022/6/10 15:07,100,1373,1,2022/6/10 15:07,R_1gT40DFV0H2rFKo,anonymous,JA,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,3,5,5,4,4,4,5,5,5,5,5,5,5,3,4,3,2,3,4,3,4,2,4,2,2,4,2,4,3,4,3,3,3,4,3,3,3,4,5,3,3,3,3,3,3,2,2,3,2,3,4,3,2,4,3,4,2,3,2,3,3,3,2,3,3,2,3,3,3,1,3,3,2,2,4,2,2,3,2,3,2,2,4,4,3,3,2,2,4,3,2,3,3,1,2,3,3,10,8,7,9,8,1,8,9,9,7,10,11,9,8,9,7,4,2,4,2,3,6,6,4,3,4,3,6,1,2,2,2,0,0,0,3,4,3,3,4,1,,14,35,4,6,5,なし,1,,1,1,,4,3,3,1,2,6
2022/6/10 14:37,2022/6/10 15:08,100,1891,1,2022/6/10 15:08,R_296dMruhQmYTN8u,anonymous,JA,2,4,3,3,3,4,5,5,5,4,2,2,1,3,1,3,5,5,5,4,5,3,5,5,2,5,3,5,4,2,3,5,3,5,4,3,4,3,3,2,4,3,3,2,2,3,4,3,4,5,5,4,3,5,5,5,4,5,5,5,1,4,1,2,5,3,2,2,2,3,4,3,2,4,1,3,3,1,2,3,4,2,2,3,3,1,1,4,4,1,3,3,1,1,3,1,1,2,1,3,2,3,4,5,1,3,4,3,5,1,2,3,5,3,1,4,4,11,11,1,1,8,1,11,11,8,1,7,10,11,7,10,7,6,6,1,1,5,4,6,3,2,2,2,5,4,3,1,2,0,0,0,5,4,1,3,3,2,,22,62,4,8,3,なし,1,,1,1,,1,1,5,1,1,1
2022/6/10 14:39,2022/6/10 15:09,100,1824,1,2022/6/10 15:09,R_31WPIy1tgExGQSj,anonymous,JA,2,4,4,3,4,3,4,4,4,3,3,3,3,2,4,3,4,5,4,3,4,4,3,5,3,5,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,4,5,3,3,3,3,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,4,5,4,4,4,3,4,4,5,3,3,3,4,2,4,3,3,11,10,9,8,9,7,10,9,9,9,9,10,10,9,10,10,5,5,4,4,5,5,6,5,4,4,4,5,4,3,4,4,0,0,0,4,5,4,3,4,1,,12,47,3,2,4,なし,1,,1,1,,5,6,6,6,6,6
2022/6/10 14:50,2022/6/10 15:10,100,1213,1,2022/6/10 15:10,R_2ZUFz4BhjmpV0Zp,anonymous,JA,2,3,3,3,2,3,4,4,3,3,3,3,3,1,2,2,4,5,3,3,4,3,3,5,2,5,4,5,5,4,4,5,4,4,4,2,2,4,5,3,5,4,4,3,3,3,4,5,5,5,2,1,3,4,4,3,3,4,4,2,3,2,1,2,4,3,1,3,2,4,5,2,3,5,4,2,3,3,2,3,4,4,2,3,4,2,2,2,4,1,3,2,2,2,2,2,2,1,4,2,4,5,4,5,3,4,3,2,4,3,2,3,3,2,2,3,2,9,9,7,7,9,1,9,9,9,8,7,10,8,8,9,7,4,3,5,4,5,5,6,4,3,3,2,6,3,1,2,4,3,4,4,5,5,5,3,5,2,,12,45,4,1,4,なし,1,,1,1,,3,3,4,5,5,6
2022/6/10 14:48,2022/6/10 15:12,100,1452,1,2022/6/10 15:12,R_1INkL7zZiIofMBi,anonymous,JA,2,3,4,3,3,4,4,5,4,4,3,4,3,2,3,2,4,5,5,4,5,5,5,5,3,5,5,5,5,3,5,4,4,5,5,2,4,4,5,5,4,5,2,2,2,4,5,2,5,5,4,3,5,5,4,5,5,5,5,4,4,5,3,3,5,3,2,3,3,5,5,3,3,5,3,4,3,3,3,5,5,3,4,3,3,3,4,3,5,2,4,4,3,3,5,2,4,3,3,3,5,5,2,5,2,4,3,2,5,3,2,4,4,1,2,4,2,11,10,8,8,10,1,9,9,10,7,9,11,10,9,9,7,4,4,5,3,4,6,6,4,3,3,2,5,4,2,4,4,0,0,0,4,7,5,4,999,1,,25,25,2,4,3,なし,1,,1,1,,3,4,2,5,1,6
2022/6/10 14:28,2022/6/10 15:13,100,2677,1,2022/6/10 15:13,R_1QGXKqDzhaezALT,anonymous,JA,2,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,4,5,5,5,5,5,4,5,3,5,4,5,5,4,2,5,4,4,4,4,3,4,5,4,4,4,3,2,2,4,4,4,4,5,3,3,3,4,3,4,4,5,4,4,2,3,2,2,4,2,2,3,3,3,5,3,4,5,4,3,3,2,3,3,3,3,3,3,3,3,2,2,4,2,3,3,2,3,3,2,4,2,4,3,5,5,3,5,3,4,4,2,5,3,4,3,5,1,3,5,3,10,9,9,9,9,1,10,9,8,9,10,11,10,7,10,10,5,4,4,4,6,6,6,5,4,4,4,6,3,4,4,4,0,0,0,4,4,5,3,999,1,,27,43,2,6,3,なし,1,,1,1,,6,5,7,5,5,8
